workday,price1986,price1987,price1988,price1989,price1990,price1991,price1992,price1993,price1994,price1995,price1996,price1997,price1998,price1999,price2000,price2001,price2002,price2003,price2004,price2005,price2006,price2007,price2008,price2009,price2010,price2011,price2012,price2013,price2014,price2015,price2016,price2017,price2018
36,-0.883241306,-0.247758452,-0.314813095,-1.259761341,-0.644760205,-0.297622899,-0.063618336,-1.539357856,1.33816379,-1.365260394,-0.63528154,-0.98002569,-0.536839425,-1.68302927,-1.424387218,0.500289538,0.865963217,-1.620951943,1.018037197,0.64498161,-0.689063633,-1.009843849,0.735683797,-1.513401595,-0.640569118,0.302219889,0.060668048,-1.409725302,-1.032282957,1.121536878,-1.529683229,-0.710951462,-0.250324648
37,-0.877963068,-0.220379878,-0.303125668,-1.228991158,-0.703861258,-0.317380952,-0.026913969,-1.28568452,1.110498353,-1.285947202,-0.369238431,-0.834406244,-0.356261014,-1.734879033,-1.800814964,0.366685221,1.070079135,-1.548599213,1.161089858,1.025473282,-0.70397578,-1.038802515,0.858108417,-1.592339717,-0.756162422,0.226200596,0.05521949,-1.712083558,-1.082000856,1.149265808,-1.304493503,-0.702298372,0.231292915
38,-0.929998388,-0.208356194,-0.618280523,-1.473370356,-0.774997895,-0.329299837,-0.43734221,-1.219728703,0.520481588,-1.263918922,-0.305869219,-0.778064082,-0.288524751,-1.827844004,-2.452729988,0.682375687,1.035074717,-1.693305362,1.073917141,1.496316862,-0.631742668,-1.830314616,0.932326773,-1.679916438,-0.746960424,0.352525048,0.050709603,-1.550062356,-1.04807699,1.130966475,-1.365292264,-0.690437863,0.784658437
39,-0.890740482,-0.247190191,-0.538857926,-1.446550537,-0.517549476,-0.515443828,-0.01189576,-1.176443395,0.507720996,-1.324608443,-0.493961368,-0.881982603,-0.175149625,-1.799530965,-1.953476791,0.673484817,1.049237692,-1.583194542,1.089258369,1.11395246,-0.842451061,-1.730638909,0.938383519,-1.79741166,-0.576104152,0.54805643,0.124632025,-1.305213762,-0.913756148,0.983638715,-1.496260173,-0.709499186,0.369938141
40,-0.732505136,-0.217495939,0.142853078,-1.401871208,-0.419114473,-0.319380778,-0.242138186,-1.29400611,0.430692871,-1.2657261,-0.539668721,-0.99248128,-0.165407222,-1.841797712,-1.699907639,0.450678292,1.024579341,-1.574598778,1.47162383,1.437469467,-0.720808503,-1.795878588,0.865847276,-2.092890582,-0.57133849,0.204829566,-0.041463345,-1.334387484,-0.824994,1.264755474,-1.126514128,-0.480067462,-0.157858407
41,-0.778151179,-0.23179464,0.126656741,-1.487280854,-0.351004791,-0.374817365,-0.272170517,-0.949565018,0.171007705,-1.308290107,-0.663356526,-1.082479996,-0.094601821,-1.875602604,-1.672700551,0.379649665,1.326604576,-1.649718666,1.119940819,1.345997884,-0.777503106,-2.024645734,0.661510937,-2.129643018,-0.591399734,0.222733679,0.046921297,-1.285247479,-1.103042487,1.1110439,-1.090194808,-0.565225863,-0.740244144
42,-0.892869858,-0.207218682,0.138204925,-1.361140891,-0.294929046,-0.153076857,-0.145369156,-0.922770059,0.427502019,-1.347239755,-0.7225824,-1.004175514,-0.188494147,-1.577664716,-1.596368258,0.405092985,1.57716329,-1.837432578,1.126555261,1.452842715,-0.785434383,-2.145820267,0.656664909,-1.981903798,-0.488316557,0.613023802,0.038375441,-1.231929468,-0.690798608,0.919099853,-1.042907804,-0.563153081,-0.838532835
43,-0.987774219,-0.081577934,0.028364766,-1.313399627,-0.128384367,-0.119398141,0.104893462,-0.96193278,0.344092202,-1.321884245,-0.576055665,-1.130056356,-0.383961704,-1.159694551,-1.024290331,0.556133307,1.400808644,-1.737597803,1.10581627,1.998313202,-0.912903881,-1.846772709,0.627481947,-2.259395795,-0.222752601,0.432927276,-0.007839453,-1.055951108,-0.755391768,0.989085908,-0.976221217,-0.602011468,-0.371897725
44,-0.98555216,-0.004479185,-0.050915152,-1.199166455,-0.2010673,0.347840597,-0.257152308,-0.918647471,0.433883711,-1.301060748,-0.393141988,-0.95296693,-0.126401401,-1.172870437,-1.580586989,0.60163871,1.56275895,-1.881019274,1.136455126,1.979595787,-0.868187205,-1.875577163,0.654134787,-2.227347135,-0.252517265,0.270103605,-0.645482651,-0.99661033,-0.643739845,0.48620462,-0.904962343,-0.624386583,-0.358926465
45,-0.893518615,0.010957024,-0.071897166,-1.222035909,-0.017848124,0.353840076,-0.709295072,-0.423668553,0.706443518,-1.39255418,-0.271553942,-0.955153507,-0.131035278,-1.225529926,-2.639641645,0.819379004,1.506522416,-1.787805002,0.868330464,1.856619686,-0.817503301,-1.745725806,0.515274493,-2.306127806,-0.226713006,0.523668525,-0.400707307,-0.950152872,-0.587959822,0.736691036,-1.021482079,-0.676602079,-0.473624125
46,-0.863612353,-0.070731429,0.275927129,-1.195160393,-0.066325302,0.274647727,-1.04130851,-0.403055617,0.655167467,-1.349073155,-0.307940886,-0.848306551,0.02544657,-1.102509411,-2.468538877,1.021809975,1.560689961,-2.030369285,0.574025453,1.313784901,-0.885203689,-1.71600722,0.420350723,-1.931956809,-0.220294343,0.521037969,-0.179631042,-0.855728852,-0.649549306,0.136746173,-0.983020601,-0.674742041,-0.343554223
47,-0.834724437,0.010388767,0.180168967,-1.218029847,0.11238792,0.209292074,-1.149755644,-0.355573169,0.674423801,-1.338176997,-0.273653703,-0.699036311,0.092647845,-0.908675155,-2.032438376,0.68566405,1.605235528,-2.09264446,-0.075576936,1.546593291,-0.67465732,-1.63552829,0.321000504,-1.928101436,-0.123455603,0.055138766,-0.135550323,-0.785561009,-0.77154801,0.08708058,-0.988566595,-0.640860991,0.266980121
48,-0.435662267,-0.034741701,-0.499145776,-1.269721475,0.026057437,0.082584323,-0.884478904,-0.518480619,0.414741427,-1.201395363,-0.766218083,-0.688064437,0.059303639,-0.941484981,-2.264092168,-0.000962908,1.629502086,-2.053108912,-0.759428576,1.155197164,-0.675305417,-2.097209617,0.590605623,-1.69176953,-0.095496918,0.17705838,-0.017544121,-0.781691373,-0.791757446,0.555507575,-0.757138921,-0.657124131,0.049210754
49,-0.441218551,-0.041403121,-0.373112716,-1.135568036,0.048782552,-0.052124678,-1.258202778,-0.741236417,0.780280803,-1.228584274,-0.448225926,-0.775135649,-0.058170375,-0.813268856,-2.21231005,0.128928941,1.47948411,-1.672457603,-0.306123324,1.308151843,-0.522907918,-1.987924375,0.560472286,-1.638598415,-0.057509735,0.072572921,0.66490444,-0.77439692,-1.210044014,0.292457753,-0.740357991,-0.690491049,-0.188583943
50,-0.364739432,-0.076662941,-0.160614351,-1.135568036,-0.032976313,0.209292074,-1.258202778,-0.629859449,0.783471643,-1.166977732,-0.439912561,-1.080293419,0.181411531,-0.8572933,-2.596625671,-0.37040427,1.497060973,-1.618877436,-0.862873851,1.00675091,-0.40468565,-1.937925805,0.583443055,-1.645510833,0.037850226,-0.208297212,0.716314109,-0.657227194,-1.288240291,0.703698013,-0.716599508,-0.605218888,-0.533551236
51,-0.003361876,-0.118177576,-0.198072905,-1.056055411,0.056381119,0.185534368,-0.802728084,-0.625736862,0.630898137,-1.194166004,-0.483548244,-0.972724105,0.245545677,-0.936723857,-1.691138732,-0.279424197,1.600626051,-1.22054044,-0.530990566,0.438401388,-0.316730275,-2.031665228,0.457491812,-1.469262944,0.141606928,-0.702011411,0.899975117,-0.692198546,-0.959767158,0.47232431,-0.637861726,-0.616980413,-0.373421686
52,-0.150394239,0.029521142,0.04005391,-0.943825946,0.109362611,0.153857438,-0.794385997,-0.749481591,0.614487681,-1.113543789,-0.433670866,-0.934655404,0.29787792,-0.752831143,-0.279358617,-0.606507149,1.566736393,-1.146704541,-0.06173773,0.404305762,-0.263293934,-1.811422551,0.471183785,-1.379645144,0.240600094,-0.373120183,0.83691923,-0.77889694,-0.798794881,0.881761749,-0.472675221,-0.632057206,-0.272458619
53,-0.029935051,0.038172959,0.345914177,-1.214079483,0.415288209,0.00730961,-0.467374541,-0.452524802,0.808083156,-1.101756833,-0.436805759,-1.046693502,0.354821914,-0.899171137,-0.37938767,-0.392983333,1.632836268,-1.046178495,-0.080079037,0.421150448,-0.273653599,-1.69359612,0.743216026,-1.464234154,0.159687969,-0.201976708,0.85730087,-0.773642367,-1.00508909,0.670543017,-0.344528994,-0.638683314,-0.73756977
54,-0.047712665,0.089518567,0.364644313,-1.379001753,0.512175263,-0.489686304,-0.495736821,-0.407178204,1.155734882,-1.07548494,-0.153100788,-1.082594199,0.567732881,-0.919456806,-0.138967735,-0.768027204,1.479163041,-1.016326274,-0.523159449,0.095042329,-0.352685792,-1.390286328,0.553626299,-1.584953984,0.255220027,0.161010193,0.641456077,-0.695523759,-0.808095674,0.974536584,-0.321650992,-0.818598738,-0.576306046
55,0.103116188,0.227426969,0.079762638,-1.358136006,0.398613711,-0.45600954,-0.377281634,-0.469013296,0.804781036,-1.104480393,-0.193631073,-1.191742862,0.382007728,-1.259644731,0.503302873,-1.135847434,1.454182497,-0.684103325,-1.017653373,-0.386304404,-0.186854124,-1.364372912,0.722937144,-1.094382696,0.479184843,0.124508985,0.498778491,-0.821608929,-0.859262406,0.953603444,-0.365457506,-0.823673583,-0.638615191
56,-0.227242939,0.350346421,0.065821602,-1.375051389,0.325930778,-0.588638649,-0.127019017,-0.481379196,0.778572718,-1.077292121,-0.234159954,-1.221197106,0.563636003,-1.267407763,0.388368056,-1.289294098,1.394209884,-1.11784064,-1.022159438,-0.459816587,-0.282232972,-1.326568343,0.844144726,-1.208662941,0.364571019,0.261925184,0.253061419,-0.695104868,-0.906446615,0.764490388,-0.450294432,-0.827244442,-1.642596641
57,-0.094191701,0.372281415,0.08680363,-1.487280854,0.109362611,-0.560961364,-0.198757697,-0.607187078,0.85730894,-1.064614365,-0.316254251,-1.030169304,0.498472105,-1.003648488,1.104341668,-1.107870232,1.226373681,-1.025316262,-1.084693454,-0.526526487,-0.262647814,-1.349284156,0.833765796,-1.120070737,0.375578993,0.434313245,0.361362954,-0.784918343,-0.741460014,0.23698229,-0.436355901,-0.872523578,-2.231181081
58,-0.135209402,0.349168251,-0.529563339,-1.404819042,0.166917356,-0.505524769,-0.383953669,-0.485501783,0.306149816,-0.931448366,-0.288179265,-1.085465995,0.445110112,-1.02565995,1.084146946,-0.820313703,1.308786349,-1.096385692,-0.392400372,-0.309492647,-0.323063044,-1.485852156,0.762757483,-0.947747556,0.395487261,0.536331438,0.865128202,-0.62856924,-0.920378371,0.16431313,-0.41550197,-0.907122641,-1.303451798
59,0.162928721,0.38613384,-1.162126644,-1.306444378,0.18964247,-0.113478727,-0.410649983,-0.648409233,-0.222108683,-0.8825458,-0.267412008,-1.076851537,0.340467755,-0.738581193,0.838465663,-0.411189183,1.393336485,-1.136513959,-0.416143405,-0.715097764,-0.516432882,-1.670269026,0.684850735,-1.094066832,0.494480427,0.490022893,0.727682088,-0.675362358,-0.928990085,0.226383676,-0.311849686,-0.793265883,-1.781436759
60,0.264962668,0.236688695,-1.150578446,-1.273170572,0.38651083,-0.091720856,-0.272170517,-0.532984223,-0.363173452,-0.897030096,-0.190494776,-1.343275812,0.311717202,-0.884065886,0.584670039,-0.666395296,1.366931337,-1.215106059,0.057290517,-0.029048485,-0.392685988,-1.578203657,0.629164693,-1.34469737,0.519630283,0.655457206,0.503756186,-0.602176307,-0.822552189,0.701698009,-0.223225657,-0.825171659,-1.794313279
61,0.236167426,0.00356371,-0.889076778,-1.27417175,0.431895397,-0.121397967,-0.877806869,-0.516419322,-1.084799293,-0.873483043,-0.316254251,-1.642025201,0.348148647,-1.081787737,0.818301323,-0.644822717,1.319523087,-1.431967825,0.268603899,-0.217619762,-0.524202136,-1.56754993,0.659246213,-1.259004279,0.409127716,0.801460051,0.565154879,-0.610127071,-0.579023004,0.340788836,-0.256712935,-0.772849792,-1.441336396
62,-0.027712992,0.110316049,-1.17381407,-1.205843221,0.324384468,-0.382736606,-0.814406189,-0.685585209,-1.908292895,-0.842679133,-0.304834084,-1.589600304,0.489246587,-1.009684206,0.70950336,-0.51938245,1.263205725,-1.32225261,0.171206342,-0.722202254,-0.607927101,-1.514372335,0.912552779,-1.10844443,0.562383128,0.73849198,0.772484389,-0.485551005,-0.443419417,0.200277991,-0.142515598,-0.822221306,-2.077358508
63,0.019970894,0.156462045,-1.033838256,-1.143635852,0.186617162,0.128099907,-0.809400119,-0.652531821,-1.803348355,-0.881628783,-0.430564064,-1.768438991,0.73292537,-0.737725892,0.544537446,-0.678070517,1.130523249,-1.018500026,0.234636026,-0.636769987,-0.535856015,-1.270841584,0.883149916,-0.894970789,0.663507349,0.85470044,0.936702424,-0.641564449,-0.370341755,0.317570478,-0.201650767,-0.832062219,-1.53800368
64,-0.247242621,0.174334926,-1.138891019,-1.180360112,0.141165292,-0.018447922,-0.579157693,-1.176443395,-2.288874021,-0.853549071,-0.285072463,-1.843739833,0.726274228,-0.805925119,1.393008542,-1.137877306,1.172918999,-1.08156503,0.629338674,-0.447435743,-0.416663579,-1.23326555,0.894221407,-0.85600971,0.655762883,0.902233655,0.733378306,-0.563654603,-0.371154515,0.529599072,-0.343447555,-0.802539479,-1.217939473
65,-0.498901699,0.458236273,-0.900764205,-1.143635852,0.384964528,-0.036286213,-0.832756328,-1.112472468,-1.35382887,-0.766588298,-0.187387974,-1.751134866,0.82887921,-0.616417499,1.23155019,-1.091128779,1.214843248,-1.029663766,0.985571345,-0.307619918,-0.344430467,-1.175901901,0.883473448,-0.897169801,0.49809026,0.889734034,0.342638507,-0.620745373,-0.660348403,0.519810321,-0.223872034,-0.833620869,-0.884045932
66,-0.533252088,0.519980129,0.002734599,-1.215024962,0.268377667,-0.258026729,-0.582493711,-1.124838367,-1.304603086,-0.769312497,-0.135438929,-1.694469594,0.670852736,-0.441577605,0.861289677,-0.45759197,1.188909601,-0.996832803,1.036053525,-0.001700646,-0.391067722,-1.158893841,0.885420959,-1.08087276,0.562383128,0.956718631,0.296894477,-0.553356952,-0.962208971,0.568648447,-0.408532704,-0.822426663,-1.677425772
67,-0.216132638,0.338809674,0.00977559,-1.143635852,0.280478907,-0.083801616,-0.142033139,-0.976359969,-1.150432752,-0.756634101,-0.155172458,-1.593117396,0.536944951,-0.478695836,1.088530016,-0.657363055,1.142455579,-0.998936256,0.668137587,-0.432825456,-0.586237607,-1.149932745,0.862133609,-1.033983298,0.715287964,0.921523738,-0.111848182,-0.4695526,-0.943628587,0.670004284,-0.371407486,-0.827607881,-1.61320288
68,-0.134098373,0.384386418,0.404353027,-1.159938577,0.253249479,-0.448090299,-1.174781906,-0.980482564,-1.366931633,-0.790135351,-0.409767312,-1.679447677,0.749855918,-0.220972279,1.080642144,-0.57229896,1.341399587,-1.141467963,0.513437323,-0.497662627,-0.543160931,-1.319699347,0.830310576,-0.791133323,0.73404253,0.861490899,-0.780803766,-0.289618643,-0.616077758,0.848339148,-0.393206122,-0.826155603,-1.018785162
69,0.011082651,0.250499467,0.48602922,-1.10591042,0.286531165,-0.436251487,-1.712015595,-0.739175119,-1.2009104,-0.775651055,-0.507451801,-1.724609056,0.785772488,-0.134633991,1.292976723,-0.166982181,1.104991499,-1.10845367,0.811836233,-0.196261694,-0.647767247,-1.189677054,0.865718368,-0.816348049,0.76330577,0.863653492,-0.500710646,-0.201734526,-1.099081168,0.703011393,-0.218357115,-0.831237835,-1.321677067
70,-0.027064226,0.248793698,0.684445602,-1.061008311,0.347111224,-0.188673374,-0.984583951,-0.617491687,-1.282269962,-0.804646505,-0.721547269,-2.006700543,0.987398434,-0.108731898,1.577263287,-0.307449033,1.121936328,-1.13374749,0.266899758,-0.72407994,-0.566146618,-1.077101308,0.699707297,-0.952066614,0.988902341,0.623994079,0.066584409,-0.201846413,-1.358657049,0.810567946,-0.019971301,-0.876200809,-0.914771468
71,0.113023916,0.038742206,0.642481574,-1.192601078,0.338033652,-0.065963324,-0.477386681,-0.528863499,-1.512670008,-0.776541214,-0.718412375,-1.892228891,1.094635281,-0.029301341,1.119244665,-0.128903252,1.01025583,-0.925285065,0.25338553,-1.359144324,-0.550606135,-0.870994236,0.684591656,-0.844146506,1.03559222,0.639104344,-0.362322804,-0.573309591,-1.093616246,0.947420332,-0.000718808,-0.981048425,-1.08511399
72,0.153207487,-0.099735443,-0.786277611,-0.964134728,0.48642484,0.033067142,-0.235466151,-0.526725794,-1.492387151,-0.749378523,-0.587475832,-1.635027229,0.91813766,0.019187985,0.549146992,-0.079150638,1.248963044,-0.852930955,0.332560678,-2.329348543,-0.679836165,-0.770956222,0.723680889,-0.749666998,0.761652766,0.667978734,-0.137458235,-0.353136063,-0.932013197,0.935089321,-0.031446556,-0.842115878,-0.790055729
73,0.508010421,0.022005842,-0.669537421,-0.960072974,0.562133088,0.462709527,0.368504236,-0.353511879,-1.512670008,-0.782906631,-0.413938741,-1.458736299,1.105407437,-0.06382025,-1.198025152,0.012381082,1.156377191,-1.057244368,0.553773928,-2.41183795,-0.285309454,-0.712357006,0.889846775,-0.74384903,0.921324717,0.783555938,0.470349377,-0.546218048,-0.638386236,0.431257326,0.081731495,-0.928076504,-0.494036536
74,0.57337923,-0.006266277,-0.751354574,-0.728547405,0.580353889,0.603337942,1.164338543,-0.442218338,-1.980422095,-0.825470638,-0.335986377,-1.499181914,1.052560321,-0.051344707,-0.415363662,0.640363017,1.138558964,-0.944268523,0.49647122,-2.126924995,-0.265076201,-0.703243554,0.890636647,-1.029427342,0.975737812,0.497587983,0.211139331,-0.660021628,-0.667896464,0.807377799,0.134172938,-1.017931538,-0.547478016
75,0.437920569,-0.028160605,-0.872741199,-0.686760213,0.359212464,0.561741945,1.376226742,-0.621614275,-1.987257238,-0.751185704,-0.537597051,-1.41408837,1.141326019,0.155354003,0.107589056,0.76290676,1.198140907,-0.956619075,-0.004110051,-2.710598226,-0.135340342,-0.411481185,1.038730241,-0.903372488,0.992839375,0.630457959,-0.003800428,-0.645532325,-0.594239271,0.653525377,0.1794338,-0.886146617,-0.66275765
76,0.581434481,0.241847651,-1.071155863,-0.739787193,0.218419842,0.292405953,0.872365489,-0.652531821,-2.227800108,-0.690496182,-0.53239049,-1.496139279,1.124395473,0.382104429,-0.153901113,0.583747867,1.059410876,-0.736299569,0.007129347,-1.664300629,-0.126112871,-0.492493359,1.022980175,-0.985210206,1.013225695,1.011346981,0.200211643,-0.618062825,-0.476420977,0.813398936,0.05877684,-0.909558862,-0.942643976
77,0.35070074,0.034151507,-1.043132858,-0.561287247,0.110908914,-0.010528681,0.989154711,-0.730931807,-1.614423707,-0.587217073,-0.57916247,-1.166413865,1.055629459,0.323752556,0.324309471,0.508819305,1.005163625,-0.693009231,0.591233304,-1.973207348,-0.148632244,-0.426778034,0.955174954,-0.915698896,1.165501626,1.118299705,-0.119424795,-0.405280629,-0.499432666,0.850212391,0.081296434,-0.746072046,-0.962393206
78,0.338016008,0.013962948,-0.653203559,-0.599012679,-0.085959446,0.011309263,0.914075925,-0.848492652,-1.658408383,-0.498447843,-0.494996502,-1.206155693,0.89352622,0.368741683,0.499795309,0.38625866,0.937557195,-0.799746393,0.638469695,-1.543202214,-0.256010754,-0.168123229,0.982991752,-0.798124707,1.167133382,1.065057326,0.113484192,-0.465584722,-0.499432666,0.888885003,0.053176981,-0.570408557,-1.55079358
79,0.357552288,-0.171268624,-0.35917168,-0.68709303,-0.167785614,0.163776497,1.077581653,-0.966053504,-1.007771168,-0.508427617,-0.426394039,-1.244947682,0.590819805,0.544716408,1.118369156,0.655106866,0.942879536,-0.988449315,0.524395343,-2.006589547,-0.111868582,-0.138423223,1.038464844,-0.848702462,0.703627711,1.300556834,0.392638649,-0.431352911,-0.753075405,0.812860203,0.067051289,-0.586315646,-1.468055783
80,0.393199061,-0.190888927,-0.235390498,-0.674573582,-0.087505755,-0.063963498,0.675491412,-0.832004165,-1.078873844,-0.509317779,-0.52617829,-1.34648929,0.552348972,0.566091331,0.611225324,0.76076625,0.799943049,-0.75518516,0.660060753,-1.764749436,-0.055175952,-0.109046508,1.066230458,-0.856640476,0.819546091,1.495476876,0.749253112,-0.414935614,-0.595161576,0.942969619,0.121392499,-0.581595376,-1.137502504
81,0.46893787,-0.185121049,-0.191031913,-0.508260267,-0.019327129,-0.133238731,0.342809957,-0.850553949,-1.434729408,-0.470368132,-0.488754807,-1.262631556,0.660595456,0.61731823,0.4488887,0.945967125,0.695505696,-0.71089272,0.109924668,-2.416301792,-0.086274702,-0.219453978,1.053217775,-0.6902046,1.085088803,1.643007076,0.823423197,-0.266550921,-0.438426247,0.808458786,-0.102197858,-0.612472887,-1.152955952
82,0.303572947,-0.094535822,-0.284395532,-0.509317136,-0.231323678,-0.41641337,0.398532481,-0.761847491,-1.282269962,-0.453159635,-0.485648005,-0.922257379,0.890951844,0.478337164,0.012818582,0.827828867,0.840752537,-0.743216429,-0.175491071,-1.796660202,-0.13453022,-0.080128719,1.027458439,-0.707569908,0.739787669,1.739316104,0.777462084,-0.23713978,-0.356157339,0.45689118,-0.162785304,-0.6329333,-1.358124899
83,-0.084470476,0.035858267,-0.41043031,-0.530684151,-0.152590122,-0.329299837,0.820642913,-0.743297707,-1.062009937,-0.466753772,-0.470057813,-0.832885389,1.063332477,0.829369027,0.233046558,1.084891214,0.97112466,-0.779689152,-0.36500731,-1.496373998,0.013496579,0.063973439,1.01981626,-0.663894942,1.051387102,1.732832311,0.983134404,-0.431142784,-0.395908335,0.787782688,-0.038129925,-0.605376969,-1.446961245
84,-0.141875587,0.011647266,-0.256372512,-0.59801015,-0.070831257,0.009309436,1.252765485,-0.598941903,-0.909436431,-0.433226941,-0.482513112,-0.89468517,1.157224802,0.629344094,0.004927947,1.050809029,1.008186841,-0.598411723,-0.006139167,-1.469739581,-0.019220435,0.120099667,1.142674361,-0.452541346,0.561728724,1.733136986,0.949476877,-0.248624521,-0.479096016,0.87132511,-0.186895979,-0.599318181,-1.688207184
85,-0.170578137,0.03528902,-0.043874161,-0.648979083,0.068482359,0.076584843,0.869029472,-0.601003201,-1.099270762,-0.317269439,-0.46485125,-0.714609746,1.064362227,0.737149976,-0.704908808,0.924883191,0.910197819,-0.670552178,0.006847966,-0.821942601,0.058839618,0.164316164,1.173862967,-0.468407743,0.431320015,1.561993508,0.755420195,-0.04968896,-0.447143975,0.61496192,-0.292597194,-0.604181758,-1.681042133
86,0.006175133,0.24590976,-0.354382566,-0.697944309,0.11238792,0.07858467,1.569764801,-0.578787441,-1.119553619,-0.352603448,-0.686195453,-0.443679544,0.87299356,0.723787231,-0.896203538,1.168129805,0.681906275,-0.590393514,-0.018515981,-1.046482227,0.339838805,0.256305358,1.11649418,-0.368189234,-0.322572266,1.277718189,0.228420611,-0.056773286,-0.681501349,0.459524989,-0.282572141,-0.562223801,-1.22042166
87,-0.047712665,0.262645132,-0.580821969,-0.714302727,0.207797608,0.100821027,1.257767468,-0.633752799,-1.421170414,-0.395194314,-0.744415691,-0.421584451,0.712412823,0.855658513,-0.428512879,1.142843222,0.714680048,-0.629534838,-0.301335877,-1.021012074,0.353597023,0.248886395,1.149682113,-0.469197405,-0.62692866,1.388994106,0.135308994,0.065218474,-0.46887645,0.607500637,-0.19779944,-0.558184609,-1.089022692
88,-0.164837627,0.232057335,-0.760649162,-0.744850125,0.283505856,-0.092361424,1.424609213,-0.669708028,-1.882198638,-0.289189728,-0.783879942,-0.68713317,0.87402331,0.817794361,-0.35563291,1.061556135,1.065618965,-0.727506692,-0.80423161,-0.823463573,0.465344254,0.351245041,1.016076053,-0.306685273,0.253588272,1.482670588,-0.10402085,0.13357021,-0.410198764,1.088941742,-0.234628403,-0.585794127,-1.085016543
89,-0.063823166,0.181850225,-0.903017801,-0.773449514,0.363785722,0.014908558,1.324504166,-0.62321709,-1.57032775,-0.271091072,-0.908602882,-0.590249756,0.948925589,0.847196656,-0.544778912,1.03554734,0.945592909,-0.567471938,-1.320926918,-1.347169734,0.471173172,0.070156837,1.050002044,-0.460401357,0.173349672,1.636993239,-0.407816115,0.102132832,-0.351634156,0.934008333,0.001317691,-0.610506477,-0.832326011
90,-0.034008448,0.120918592,-0.814441577,-0.756089919,0.359212464,0.336880604,1.424609213,-0.428782651,-1.882198638,-0.234838765,-0.755834452,-0.527689549,1.09360553,0.807091707,-1.022649787,1.103931447,0.833510514,-0.395085253,-1.201411204,-1.250070045,0.184022994,0.281514596,0.971771764,-0.410759638,0.496764459,1.37123337,-0.345258609,0.152251162,-0.148758838,0.86741313,-0.229103126,-0.628425775,-0.559315103
91,-0.053453175,0.183069057,-1.346600272,-0.709184097,0.397067408,-0.07092383,1.895106204,-0.325266928,-1.611004745,-0.217630271,-0.75272765,-0.29323106,1.196725387,0.973266174,-0.518704188,0.963684329,1.028637612,-0.462103537,-1.097153495,-1.812028499,-0.05825046,0.320632762,1.056168108,-0.592422,0.248824736,1.505590877,-0.45308928,0.114791017,-0.112629921,0.853458875,-0.219152656,-0.645680246,-0.432309364
92,-0.071878417,0.211828114,-1.31632367,-0.393025917,0.821127809,-0.036926781,1.686554023,-0.587261861,-1.533066926,-0.166893665,-0.629039845,-0.328598809,1.115149842,0.671673129,-0.339398697,1.051832416,1.245306669,-0.506466277,-1.236837508,-2.062444537,0.038422603,0.391141708,1.027613254,-0.546636135,-0.105353317,1.301331464,-0.84523861,0.28744553,-0.296214575,1.199149709,-0.415576551,-0.58113443,-0.337734481
93,0.140522755,0.194808113,-0.998774259,-0.25842826,0.955264088,-0.337459281,1.801673192,-0.625278379,-1.398381058,-0.148793731,-0.443623308,-0.305780428,0.958153119,0.578566875,0.221733978,1.044971418,1.182701512,-0.414268583,-1.228193949,-1.493381588,0.020455711,0.588421458,1.070449011,-0.60844633,-0.093017415,1.204717762,-1.043581976,0.371893912,-0.598652907,1.235783586,-0.229536115,-0.582790587,-0.605215281
94,-0.170578137,-0.020361673,-0.758254605,-0.316518177,0.961449312,-0.509206089,1.416267126,-0.572452597,-0.838787206,-0.155133568,-0.322495946,-0.215838349,0.865290542,0.55286835,0.580314585,1.584602433,1.235041431,-0.46249914,-1.658204003,-1.089604617,-0.413101023,0.567853486,1.131454373,-0.37627555,-0.342958588,1.064445985,-1.148312288,0.312553133,-0.518140265,1.283234384,-0.421240634,-0.864801245,-0.518568781
95,-0.308351539,-0.076662941,-1.05707388,-0.266551774,0.942824703,-0.280184957,1.152660438,-0.614744532,-0.698862999,-0.187743378,-0.320396188,-0.47977058,0.87299356,0.631334225,0.114151235,1.635993082,1.308464156,-0.724443867,-1.408218524,-0.417045954,-0.569545173,0.719699753,1.127662352,-0.405100084,-0.487815132,1.228799003,-1.636924313,0.48186879,-0.480961828,1.307590068,-0.424806063,-0.822373478,-0.594723501
96,-0.323351011,-0.228504096,-1.554450485,-0.223762052,1.023710281,-0.339220848,1.5347264,-0.189994986,-0.401574861,-0.402423032,-0.292753793,-0.414738752,1.113605216,0.599211071,0.135475558,1.719640414,1.166401067,-0.727308201,-1.533211263,-0.271240353,-0.537638281,0.69372874,1.154425142,-0.457176268,-1.306652557,1.320846569,-1.865827907,0.45515384,-0.729826956,1.25893152,-0.521563664,-0.715097027,-0.593186007
97,-0.084470476,-0.250479748,-1.447004882,-0.051383264,0.944371006,-0.294504026,1.901778239,-0.012507517,-0.31759474,-0.400615853,-0.141882874,-0.2728843,1.033057409,0.540936676,-0.28996416,1.776569035,1.024096614,-0.691923043,-1.53349661,-0.379199914,-0.575534137,0.688154762,1.02534853,-0.585282312,-1.033866809,1.130636039,-1.442837055,0.528228005,-0.442603123,1.259544196,-0.452045035,-0.647026151,-0.179908465
